waited,asking,alright,calls,waiting,help,make,stays,providing,monitoring,arrive,stranger,assessing,responds,call,find,breathing,depending,stay,monitor,arrives,encourage,remains,try,ensuring,exhibits,concerned,respond,request,waits,islander,calling,hearing,coughing,groaning,comforting,need,responsive,shaded,offering,slows,excuse,maintaining,take,keeping,provide,needed,offer,tries,wake,tapping,seems,disoriented,appears,control,continue,approaches,checks,immediate,know,provides,recognizing,shared,shows,fellow,trying,driven,assesses,stop,attempting,receiving,decides,staying,ensure,speaking,get,offers,ensures,proper,widow,rouse,flag,passerby,resolved,attended,keep,remain,attempt,trained,receives,hesitates,feeling,approach,contacting,seeking,maintains,asks,helps,treating,compassionate,needs,required,touching,reassuring,getting,takes,rush,leave,drink,understand,seeks,continuing,awareness,caring,finding,looks,kneeling,pulse,prepared,rushed,wanting,hurrying,wishes,seek,acts,like,based,prioritizing,concerning,approaching,decide,check,okay,wait,understanding,background,exercises,consider,stopping,feel,hoping,speaks,regain,checking,ambulance,leaving,come,reflecting,respect,improves,deciding,aiming,overstepping,making,continues,leaves,taps,assist,balancing,extended,showing,shakes,stirs,declines,bottle,coherent,pauses,seeing,vulnerable,comes,inform,arrived,going,listens,drawing,guide,guided,basic,regains,encourages,left,observed,propping,respecting,care,experiencing,avoiding,escalate,assess,respects,passersby,say,perform,sending,requires,suffering,engage,inquiring,treat,inquires,makes,becomes,consciousness,shake,assists,improve,helping,acknowledging,move,ask,contact,backs,return,taking,empathy,pause,distressed,see,compel,aid,privileged,compelled,involved,regardless,using,alert,limited,widowed,prioritize,addressed,helped,differing,linger,relieved,calming,injured,monitored,putting,evaluate,listening,compromising,kindness,shaking,marginalized,wants,wellbeing,arranging,shelter,exudes,flagging,bag,embodying,extending,rousing,running,require,friend,direct,means,stepping,expressing,upright,departing,assessed,summoned,provided,hesitate,put,prevent,called,incapacitated,made,gets,deserve,briefly,acting,moving,go,lack,preclude,cultural,emphasize,vary,poses,receive,notify,focused,wish,treated,compassion,persists,influence,conflicted,resting,assistance,motivating,covering,accessing,struggling,believe,appropriate,facing,taken,desire,tended,instilled,inclined,demonstrate,luck,directs,apologizes,embracing,regaining,show,act,reflect,shape,stops,factor,wellness,exhibit
0.0,0.06461299476821136,,0.03178544972689641,,0.07885110452917378,,,,,,,,0.07015795046846972,0.06380966914998426,,,,,,0.058502436030411296,,,,0.12870863868332624,,,,0.23654210956445618,,,,,,,,,,,,,,,,,,,,0.17716557811479744,,,,,,,,,,,0.5309674233975816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,0.03496399469958605,,,,,,,,0.09469961997910183,,,,,,,,,0.06435267963345243,,,,,,,,,,,,,,,,0.12059126691437626,,,,,,,,,,,,,,,,,0.22852935958839848,,,,,,,0.27382996487611494,0.2572975668335766,0.3068052935133617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.05076735303216607,,0.02497428192827575,,0.06195443927292225,,,,,,0.03382129284967922,,0.05512410393951191,0.05013616861784477,0.058457659102413614,,,,,,,,0.11048310067687298,0.10112821610832774,,0.17306535526857375,,,0.09881368581870922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27326704548793807,0.29224584304029566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,0.071902620790917,0.01840210247346634,,,0.09415035313526808,0.07013332548570728,,,,0.024920952626079424,,0.040617760797535096,0.036942440034201406,0.043074064601778456,,,,,0.03386983138602759,,,0.08140860049874851,,0.2312485618124775,,,,,,0.10230169946080528,0.08649682682692578,0.0861025809464438,,,0.1269381756993434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10883582733046104,0.24146729941463316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,0.0910766530018282,0.023309329799724034,,0.1156482866427882,,0.08883554561522922,,,,,,,0.04679375737665512,0.05456048182891938,,,,,,,,,,,,,,,,0.12958215265035336,0.10956264731410599,0.1090632691988288,0.11316712873212438,0.21109953386312466,0.0803941779429175,,,0.08865214339043656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.05076735303216607,,,,,,,,,,0.03382129284967922,,,,,,,,,0.0459661997381803,,,0.11048310067687298,,,,,,,,,,,,,,,,,,,,,,0.13062666549825258,,,,,,,,0.16323525684885604,,,,,,,,,,,,,,0.38822689637608815,0.437737409273227,0.29224584304029566,0.29542096893821235,0.327705620634145,0.38822689637608815,0.22257586816571268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,,0.07885110452917378,,,,,,,,,,,0.308935874727654,,,,0.058502436030411296,,,,0.12870863868332624,,,,0.23654210956445618,,,,,,,,0.10962842446761477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3759783125961382,,,,,,,,,0.4108078015810072,0.1979163646585229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.04442143390314531,,0.02185249668724128,,0.10842026872761394,,0.08328332401427739,0.13527131159164513,,,0.05918726248693864,0.0911634389187198,0.04823359094707293,,0.05115045171461192,,,,,,,,,0.08848718909478678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16081097927098534,0.19175330844585106,,,,,,,,,,,,,,0.15963169900196142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.05467253403464039,,0.026895380538143117,,,,,0.166487768112794,,,0.03642293076119301,,0.05936441962716668,0.053992796973063605,,,,,,0.04950206125650187,,,0.11898180072894014,,0.33797866726439024,0.1863780749046179,,,0.10641473857399456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3147262925049338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.05076735303216607,0.0975821282162445,0.02497428192827575,,0.06195443927292225,,,,,,0.03382129284967922,,,,,,,,,0.0459661997381803,,,,,,,,,,,,0.11738855069368498,0.11685350271303087,0.12125049507013326,,,,,0.09498443934689631,,,,,,,,,,,,,,,,,,,,,,0.1837839763096975,0.21914663822382976,,,,,,,,,,,,,0.1555057150888394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.05467253403464039,,0.026895380538143117,0.1669761702419216,,0.13760436227462258,,,,,0.03642293076119301,,,,,,,,,,,,,,,,,,,,,0.12641843920858384,0.12584223369095632,0.1305774562293743,,,,,,,,,0.19792120525659734,,,,,,,,,,,,,,,,,0.21063843452008843,,,,,,,,,,,,,,,,,0.2869560351559084,0.3869008800890054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.04738286283002167,,0.023309329799724034,,0.0578241433213941,,,,,,0.06313307998606787,0.09724100151330112,0.05144916367687779,0.04679375737665512,0.05456048182891938,,,,,0.042901786422301615,,,,0.09438633503443923,,,,,0.09222610676412861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17153171122238436,0.20453686234224114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.05076735303216607,,,,,,,,,,,,0.05512410393951191,0.05013616861784477,0.058457659102413614,,,,,0.0459661997381803,,,,,,0.17306535526857375,,,0.09881368581870922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18243622743081303,,,0.46669920270952453,0.24273533014315668,0.31816766401810764,0.3387163834789492,0.21694866260477594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.05076735303216607,,0.02497428192827575,,,,,,,,,,0.05512410393951191,0.05013616861784477,0.058457659102413614,,,,,0.0459661997381803,,,,0.10112821610832774,,,,,0.09881368581870922,,,,,,,,,,,,,,,,,,,0.13920152566162655,,,,,,,,0.20501622798597835,,,,,,,,,,,,,,,,,,,,0.18243622743081303,,,,0.24273533014315668,,,,0.3517393518213745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,0.05827332449931008,,0.14456035830348524,,,,,,0.03945817499129242,,0.06431145459609723,,0.06820060228614921,,,,,,,,,,,,,,,,,,,,,0.10049272242864687,,,,,,,,,,,,,,,0.2849138536714302,,,,,,,,,,,,,,,,,,,,,,0.25967184619333145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.03948571902501805,,,0.1205939007302767,,,,,,,0.02630544999419495,0.08103416792775092,,,,,,,,0.03575148868525135,,,,,,,,,,,,,,,,,,,,,,,0.1429430926853203,,0.20319703521950402,,,,,,,,,,,,,,,,,,0.21254103537950741,,,,,,,0.2297718647297207,,,0.17311456412888762,,,,,,,0.18879414566689964,,,,,0.2735750514166246,0.22493789934140795,0.3019542527369575,0.4014964454718494,0.23506687471884985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.06461299476821136,,,,,,,,,,,,0.07015795046846972,0.06380966914998426,0.07440065703943552,,,,,,,,0.14061485540692925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3719492547785581,0.34779442153010304,0.5571203390750162,0.41707988080709363,0.41707988080709363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.05467253403464039,,0.026895380538143117,,,,,,,,0.03642293076119301,0.11220115559227052,0.05936441962716668,0.053992796973063605,0.06295440211029159,,,,,0.04950206125650187,,,,0.1089073096551222,,,,,0.10641473857399456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19792120525659734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2721581972599502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
