waited,approaches,ask,seeing,stranger,comforting,calling,wait,ensure,continuing,check,need,stays,offering,needed,help,islander,okay,noticing,coughing,groaning,fetches,encouraging,take,inquire,needs,ensuring,feeling,asks,call,get,providing,realizing,find,caring,taps,stand,move,side,arrives,prioritizes,receive,raised,sensing,offers,showing,adult,calls,arrive,sitting,slumped,asking,assessing,shine,provides,taken,female,helping,wake,helps,nonbinary,assesses,realizes,offer,feel,drive,stops,hearing,prioritizing,seeking,demonstrating,recognizes,stay,waits,cared,sit,wakes,listens,walk,making,checking,tries,waiting,continues,staying,understanding,decides,recognizing,receiving,unwell,engage,make,receives,ensures,divorced,friend,assist,getting,groans,determined,touches,provide,respect,known,comes,takes,shows,regardless,cough,male,keep,care,widowed,placing,demonstrates,quick,thinking,saves,responds,background,like,reflect,upbringing,kindness,working,follows,demonstrate,compassionate,empathy,looks,fellow,drawing,compassion,leaves,knowing,made,engages,sits,calm,reassuring,convinces,accept,listening,sees,approach,contacting,improve,starts,moving,smiles,assistance,guide,trying,engaging,feels,conversation,uses,maintains,rouse,concerned,education,showcasing,suffering,prompting,whenever,suggests,finding,leaving,bottle,stop,experienced,deepens,individual,encouragement,parting,bag,decide,embodying,goes,required,connected,speaks,warm,farewell,talking,reflecting,compelled,finds,encourages,seek,struggles,struggling,shake,try,propping,covering,desire,maintain,going,indicating,distress,opens,senses,values,experiences,say,assisting,accepts,nurturing,rest,reaches,beside,shoulder,rising,facing,respond,taught,outweigh,notices,go,arranges,accustomed,looking,deepened,kicks,towards,disoriented,prioritize,rushes,shines,engaged,heritage,calming,remains,seeks,checks,instilling,remain,awake,left,scene,showcases,valuing,genuine,aid,keeping,widow,losing,gives,respecting,supported,shivering,appears,hoping,reassures,pulls,shield,save,note,knows,degree,see,nudges,shakes,immediate,deep,worsening,understands,weakly,married,received,pay,explain,require,kicking,hands,continue,convey,thanking,believes,reassured,gone,pass,determining,speaking,manages,come,breathing,makes,stabilizes,citizen,sweating,slipping,sense,explains,focused,tissue,taking,spring,incur,learning,support,coming,grows,manage,gets,driven,supporting,transcends,show,kick,drives,resolved,lasting,startled,gathered,smile,observed,healing,reminding,sharing,immense,ambulance,knowledge,training,nudging,basic,shaking,accompany,pallor,supports,instilled,challenges,settled,experience,determine,hydrated,coughs,gratitude,shown,wishes,prays,leave,loved,high,contact,brief,pale,seems,hurry,convincing,buy,lend,leading,soothing,beliefs,deteriorating,cultivated,explaining,guiding,composed,understand,educated,proper,worsens,empathizes
0.0,0.03741666606823582,,,,,,,,,,,0.0635906594757283,0.11365715635269505,,,,,0.17099920865752538,,,,,,,,0.09817642045427402,,0.0549004544293063,,,,,,0.1499093353279055,0.16456459102006962,,,,0.09201928909477121,,,,,,,,0.11053660366123351,,,,,,,0.2597529551371716,0.26482664496730984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,0.051738047578663446,0.05769583841245448,0.15723877217016166,,,,,,,0.04862815136379223,,,,,,,0.08999073717575791,0.09471558357804222,,,,,,0.07507608622973895,,0.04198270044594011,,,0.022352522288700546,,0.12657424725055658,,,,,,,,,,,,,,,,0.144485376119272,0.09386613156893667,0.09261451989556696,0.28966770149995547,,,,0.360489631166187,0.17273391631440577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.03242777725913771,,0.05863645392248524,0.13077723373489683,0.17820394179284987,,,,,,0.07290253169977602,,,,,,,,0.10198950213252564,0.10734432805511451,,,,,,0.08508623106037082,,,,,,,0.1434508135506308,,,,,,,,,,,,,,,,,0.10638161577812821,0.10496312254830922,,,,,,,0.2507466743795708,0.1323459335622431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,0.048863711602071036,,,0.13837430944993298,,,,,0.06075210974981335,0.0459265873991371,,,,0.1310778648909837,,,0.08499125177710469,0.08945360671259542,,,0.19940832548705018,,,0.07090519255030901,,,,,0.021110715494883848,,,,,,,,0.06645837545733475,,,,,,,,,,0.13645841077931245,0.08865134648177352,,,,,,,,,,0.19796524290909123,0.2273023223646744,0.23506687471884985,0.19384813334499557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,0.07995880080338898,0.08916629572833874,,,,0.2420534388204957,,,0.09941254322696731,,,,,,,,,,,,,,,,,0.06488235523463472,,,0.0345448071734463,,,,,,,,0.10875006893018416,,,,,,,,,,,,,,,,,,,,0.18047172758487698,,,,,0.21733219195834647,0.368080198922304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,0.17412103344346863,,,,,,,,,,0.05511190487896453,,,,,,,0.10198950213252564,0.10734432805511451,,,,,,0.08508623106037082,0.11559163834351603,,,,0.025332858593860617,,,,,,0.20350324990651011,,,,,,,,0.14687036650980084,,,,,,0.10496312254830922,,,,,,,,0.1323459335622431,,,,,,,0.22099420087100952,0.1913484794535798,0.43558592252888956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.05404629543189618,,,,,,,,,0.23566561606585645,,0.0918531747982742,,,,,0.38769626668999113,0.24699885694975884,,,,,,,,,,,0.12054429032288139,,0.042221430989767696,,,,,,,,0.1329167509146695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.028612744640415626,,0.051738047578663446,,,,,,,0.12476414968192401,0.06432576326450826,,,0.10919399943327213,0.07311763163565287,,,,,,,,,,,0.07507608622973895,,,0.06381756546505486,,0.022352522288700546,,0.12657424725055658,0.11463655054486892,,,,,,,,,,,,,,,,,,,0.162413405872865,,,,0.17273391631440577,,,,,,0.20525096471823062,,,,,,0.360489631166187,0.2620204291913828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,0.07995880080338898,0.08916629572833874,,,,,,,,,,,,,,,,,,,,,,,,0.06488235523463472,,,0.0345448071734463,,,,,,,,0.10875006893018416,,,,,,0.2002777725133648,,0.13063416796327595,,,,,,,,,,,,,,,,,,,,,,,,0.28478104147919897,0.24996356400137115,0.4310935789732081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,0.261181550165203,0.08795468088372788,,,,,,,,0.10935379754966404,0.0826678573184468,,,,,,,,,,,,,,0.12762934659055622,,,,,0.037999287890790934,,,,,,,,0.11962507582320257,,,,,,,,0.14369758475960356,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4282497039326849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.04864166588870657,,,,,,,,,0.21209905445927082,,0.0826678573184468,,,,,,0.22229897125478298,,,,,,,,,,,,,,,,,,,,,0.11962507582320257,,,,,,0.22030554976470126,,,,,,,,,,,,,,0.19851890034336467,,,,,0.23906541115418112,,,,,,,,,,,0.320158432775814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.06948809412672366,,,0.14011846471596087,,,,,,,,,,0.2651854271950895,,,,,,,,,,,,,,0.10195798679728311,,0.2706024607468457,0.05428469698684418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.06948809412672366,,0.12564954411961124,,,,,,,,,,,,,,,,,,,,,,,,,0.10195798679728311,0.15498551612941894,,0.05428469698684418,,,,,,,0.4599432618944026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.02702314771594809,,,,,,,,0.08945360671259542,,,0.0459265873991371,,,,,0.19384813334499557,0.12349942847487942,0.08499125177710469,0.08945360671259542,,,,,,0.07090519255030901,0.19265273057252671,,,,,,,,,0.16017392203553363,,,,,,,,,,,,,,,,,,0.18759935648795725,,,,,,,,,,,,,,,,,,,,0.2379165021848249,,0.24409570413539292,0.32448009207629985,0.20397710872243752,0.19384813334499557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.044219696262460514,,0.07995880080338898,,,,,,,,,,0.13432209387136687,,,,,,,,,,,,,,,,,,0.0345448071734463,,,,,,,,,,,,,,,,,0.2995554896153603,,,0.1431315307476944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3129769440522753,0.2960585549946516,0.24396738511120775,0.3573726502262691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
